"CoC Number","CoC Name","Total Homeless, 2015","Sheltered Homeless, 2015","Unsheltered Homeless, 2015","Homeless Individuals, 2015","Sheltered Homeless Individuals, 2015","Unsheltered Homeless Individuals, 2015","Homeless People in Families, 2015","Sheltered Homeless People in Families, 2015","Unsheltered Homeless People in Families, 2015","Chronically Homeless, 2015","Sheltered Chronically Homeless, 2015","Unsheltered Chronically Homeless, 2015","Chronically Homeless Individuals, 2015","Sheltered Chronically Homeless Individuals, 2015","Unsheltered Chronically Homeless Individuals, 2015","Chronically Homeless People in Families, 2015","Sheltered Chronically Homeless People in Families, 2015","Unsheltered Chronically Homeless People in Families, 2015","Homeless Veterans, 2015","Sheltered Homeless Veterans, 2015","Unsheltered Homeless Veterans, 2015","Homeless Unaccompanied Youth (Under 25), 2015","Sheltered Homeless Unaccompanied Youth (Under 25), 2015","Unsheltered Homeless Unaccompanied Youth (Under 25), 2015","Homeless Unaccompanied Children (Under 18), 2015","Sheltered Homeless Unaccompanied Children (Under 18), 2015","Unsheltered Homeless Unaccompanied Children (Under 18), 2015","Homeless Unaccompanied Young Adults (Age 18-24), 2015","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Parenting Youth (Under 25), 2015","Sheltered Parenting Youth (Under 25), 2015","Unsheltered Parenting Youth (Under 25), 2015","Parenting Youth Under 18, 2015","Sheltered Parenting Youth Under 18, 2015","Unsheltered Parenting Youth Under 18, 2015","Parenting Youth Age 18-24, 2015","Sheltered Parenting Youth Age 18-24, 2015","Unsheltered Parenting Youth Age 18-24, 2015","Children of Parenting Youth, 2015","Sheltered Children of Parenting Youth, 2015","Unsheltered Children of Parenting Youth, 2015"
"PR-503","South/Southeast Puerto Rico CoC","2096.0","553.0","1543.0","1817.0","404.0","1413.0","279.0","149.0","130.0","863.0","123.0","740.0","789.0","123.0","666.0","74.0","0.0","74.0","69.0","32.0","37.0","67.0","16.0","51.0","1.0","0.0","1.0","66.0","16.0","50.0","13.0","9.0","4.0","0.0","0.0","0.0","13.0","9.0","4.0","26.0","18.0","8.0"
"RI-500","Rhode Island Statewide CoC","1111.0","1075.0","36.0","706.0","673.0","33.0","405.0","402.0","3.0","130.0","118.0","12.0","110.0","100.0","10.0","20.0","18.0","2.0","107.0","105.0","2.0","47.0","39.0","8.0","4.0","4.0","0.0","43.0","35.0","8.0","35.0","35.0","0.0","0.0","0.0","0.0","35.0","35.0","0.0","44.0","44.0","0.0"
"SC-500","Charleston/Low Country CoC","606.0","441.0","165.0","526.0","361.0","165.0","80.0","80.0","0.0","117.0","48.0","69.0","117.0","48.0","69.0","0.0","0.0","0.0","178.0","163.0","15.0","11.0","6.0","5.0","0.0","0.0","0.0","11.0","6.0","5.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","14.0","14.0","0.0"
"SC-501","Greenville/Anderson/Spartanburg Upstate CoC","1961.0","1555.0","406.0","1362.0","982.0","380.0","599.0","573.0","26.0","407.0","275.0","132.0","345.0","218.0","127.0","62.0","57.0","5.0","101.0","74.0","27.0","22.0","19.0","3.0","1.0","0.0","1.0","21.0","19.0","2.0","37.0","35.0","2.0","0.0","0.0","0.0","37.0","35.0","2.0","53.0","47.0","6.0"
"SC-502","Columbia/Midlands CoC","1468.0","1066.0","402.0","1189.0","810.0","379.0","279.0","256.0","23.0","319.0","187.0","132.0","298.0","175.0","123.0","21.0","12.0","9.0","221.0","193.0","28.0","53.0","47.0","6.0","4.0","4.0","0.0","49.0","43.0","6.0","14.0","12.0","2.0","1.0","0.0","1.0","13.0","12.0","1.0","28.0","26.0","2.0"
"SC-503","Myrtle Beach/Sumter City & County CoC","1319.0","396.0","923.0","857.0","312.0","545.0","462.0","84.0","378.0","177.0","15.0","162.0","156.0","15.0","141.0","21.0","0.0","21.0","181.0","40.0","141.0","109.0","54.0","55.0","8.0","8.0","0.0","101.0","46.0","55.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"SD-500","South Dakota Statewide CoC","1036.0","900.0","136.0","630.0","506.0","124.0","406.0","394.0","12.0","95.0","67.0","28.0","85.0","59.0","26.0","10.0","8.0","2.0","177.0","170.0","7.0","108.0","83.0","25.0","8.0","8.0","0.0","100.0","75.0","25.0","29.0","29.0","0.0","0.0","0.0","0.0","29.0","29.0","0.0","36.0","36.0","0.0"
"TN-500","Chattanooga/Southeast Tennessee CoC","636.0","489.0","147.0","430.0","321.0","109.0","206.0","168.0","38.0","126.0","71.0","55.0","110.0","61.0","49.0","16.0","10.0","6.0","82.0","65.0","17.0","22.0","16.0","6.0","0.0","0.0","0.0","22.0","16.0","6.0","17.0","15.0","2.0","0.0","0.0","0.0","17.0","15.0","2.0","28.0","25.0","3.0"
"TN-501","Memphis/Shelby County CoC","1525.0","1447.0","78.0","1007.0","929.0","78.0","518.0","518.0","0.0","92.0","71.0","21.0","88.0","67.0","21.0","4.0","4.0","0.0","226.0","221.0","5.0","123.0","119.0","4.0","0.0","0.0","0.0","123.0","119.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"TN-502","Knoxville/Knox County CoC","783.0","687.0","96.0","685.0","594.0","91.0","98.0","93.0","5.0","108.0","44.0","64.0","103.0","44.0","59.0","5.0","0.0","5.0","102.0","95.0","7.0","46.0","44.0","2.0","0.0","0.0","0.0","46.0","44.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"TN-503","Central Tennessee CoC","268.0","209.0","59.0","189.0","138.0","51.0","79.0","71.0","8.0","54.0","39.0","15.0","39.0","24.0","15.0","15.0","15.0","0.0","56.0","53.0","3.0","23.0","15.0","8.0","0.0","0.0","0.0","23.0","15.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"TN-504","Nashville/Davidson County CoC","2154.0","1684.0","470.0","1760.0","1290.0","470.0","394.0","394.0","0.0","661.0","304.0","357.0","647.0","290.0","357.0","14.0","14.0","0.0","236.0","189.0","47.0","206.0","182.0","24.0","1.0","0.0","1.0","205.0","182.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"TN-506","Oak Ridge/Upper Cumberland CoC","362.0","176.0","186.0","275.0","100.0","175.0","87.0","76.0","11.0","36.0","2.0","34.0","27.0","1.0","26.0","9.0","1.0","8.0","15.0","0.0","15.0","12.0","7.0","5.0","0.0","0.0","0.0","12.0","7.0","5.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","5.0","5.0","0.0"
"TN-507","Jackson/West Tennessee CoC","1563.0","151.0","1412.0","985.0","95.0","890.0","578.0","56.0","522.0","255.0","36.0","219.0","184.0","32.0","152.0","71.0","4.0","67.0","67.0","11.0","56.0","98.0","9.0","89.0","0.0","0.0","0.0","98.0","9.0","89.0","25.0","5.0","20.0","0.0","0.0","0.0","25.0","5.0","20.0","37.0","7.0","30.0"
"TN-509","Appalachian Regional CoC","577.0","425.0","152.0","438.0","290.0","148.0","139.0","135.0","4.0","130.0","68.0","62.0","130.0","68.0","62.0","0.0","0.0","0.0","127.0","110.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0"
"TN-510","Murfreesboro/Rutherford County CoC","289.0","169.0","120.0","221.0","108.0","113.0","68.0","61.0","7.0","39.0","14.0","25.0","36.0","14.0","22.0","3.0","0.0","3.0","16.0","10.0","6.0","53.0","25.0","28.0","0.0","0.0","0.0","53.0","25.0","28.0","2.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","5.0","2.0","3.0"
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","966.0","442.0","524.0","526.0","210.0","316.0","440.0","232.0","208.0","149.0","53.0","96.0","128.0","47.0","81.0","21.0","6.0","15.0","18.0","2.0","16.0","90.0","37.0","53.0","13.0","3.0","10.0","77.0","34.0","43.0","10.0","4.0","6.0","0.0","0.0","0.0","10.0","4.0","6.0","13.0","4.0","9.0"
"TX-500","San Antonio/Bexar County CoC","2891.0","1733.0","1158.0","2065.0","935.0","1130.0","826.0","798.0","28.0","691.0","351.0","340.0","632.0","320.0","312.0","59.0","31.0","28.0","284.0","190.0","94.0","133.0","50.0","83.0","6.0","3.0","3.0","127.0","47.0","80.0","16.0","14.0","2.0","0.0","0.0","0.0","16.0","14.0","2.0","24.0","19.0","5.0"
"TX-503","Austin/Travis County CoC","1832.0","1165.0","667.0","1266.0","607.0","659.0","566.0","558.0","8.0","494.0","148.0","346.0","477.0","131.0","346.0","17.0","17.0","0.0","238.0","129.0","109.0","95.0","45.0","50.0","8.0","8.0","0.0","87.0","37.0","50.0","36.0","36.0","0.0","1.0","1.0","0.0","35.0","35.0","0.0","57.0","57.0","0.0"
"TX-600","Dallas City & County/Irving CoC","3141.0","2778.0","363.0","2219.0","1863.0","356.0","922.0","915.0","7.0","615.0","451.0","164.0","586.0","422.0","164.0","29.0","29.0","0.0","291.0","242.0","49.0","157.0","134.0","23.0","22.0","22.0","0.0","135.0","112.0","23.0","47.0","47.0","0.0","1.0","1.0","0.0","46.0","46.0","0.0","55.0","55.0","0.0"
"TX-601","Fort Worth/Arlington/Tarrant County CoC","1914.0","1697.0","217.0","1351.0","1134.0","217.0","563.0","563.0","0.0","136.0","109.0","27.0","128.0","101.0","27.0","8.0","8.0","0.0","193.0","174.0","19.0","54.0","45.0","9.0","12.0","12.0","0.0","42.0","33.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"TX-603","El Paso City & County CoC","1107.0","1005.0","102.0","612.0","510.0","102.0","495.0","495.0","0.0","132.0","106.0","26.0","101.0","75.0","26.0","31.0","31.0","0.0","92.0","74.0","18.0","47.0","40.0","7.0","6.0","6.0","0.0","41.0","34.0","7.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","53.0","53.0","0.0"
"TX-604","Waco/McLennan County CoC","255.0","191.0","64.0","157.0","97.0","60.0","98.0","94.0","4.0","44.0","18.0","26.0","40.0","18.0","22.0","4.0","0.0","4.0","30.0","14.0","16.0","14.0","7.0","7.0","0.0","0.0","0.0","14.0","7.0","7.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","7.0","7.0","0.0"
"TX-607","Texas Balance of State (BoS) CoC","7016.0","4090.0","2926.0","4643.0","2111.0","2532.0","2373.0","1979.0","394.0","1428.0","525.0","903.0","1099.0","318.0","781.0","329.0","207.0","122.0","653.0","279.0","374.0","526.0","281.0","245.0","122.0","102.0","20.0","404.0","179.0","225.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"TX-611","Amarillo CoC","478.0","472.0","6.0","318.0","312.0","6.0","160.0","160.0","0.0","69.0","66.0","3.0","69.0","66.0","3.0","0.0","0.0","0.0","46.0","46.0","0.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0"
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","267.0","247.0","20.0","178.0","158.0","20.0","89.0","89.0","0.0","80.0","80.0","0.0","40.0","40.0","0.0","40.0","40.0","0.0","1.0","1.0","0.0","38.0","20.0","18.0","13.0","13.0","0.0","25.0","7.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","4609.0","2659.0","1950.0","3366.0","1430.0","1936.0","1243.0","1229.0","14.0","600.0","57.0","543.0","591.0","48.0","543.0","9.0","9.0","0.0","563.0","339.0","224.0","325.0","148.0","177.0","29.0","19.0","10.0","296.0","129.0","167.0","33.0","32.0","1.0","1.0","1.0","0.0","32.0","31.0","1.0","50.0","47.0","3.0"
"TX-701","Bryan/College Station/Brazos Valley CoC","168.0","155.0","13.0","90.0","77.0","13.0","78.0","78.0","0.0","15.0","4.0","11.0","15.0","4.0","11.0","0.0","0.0","0.0","2.0","2.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"UT-500","Salt Lake City & County CoC","2176.0","2086.0","90.0","1346.0","1262.0","84.0","830.0","824.0","6.0","182.0","174.0","8.0","151.0","143.0","8.0","31.0","31.0","0.0","288.0","278.0","10.0","72.0","64.0","8.0","0.0","0.0","0.0","72.0","64.0","8.0","24.0","24.0","0.0","0.0","0.0","0.0","24.0","24.0","0.0","30.0","30.0","0.0"
"UT-503","Utah Balance of State CoC","646.0","548.0","98.0","357.0","272.0","85.0","289.0","276.0","13.0","46.0","39.0","7.0","22.0","20.0","2.0","24.0","19.0","5.0","40.0","32.0","8.0","40.0","27.0","13.0","0.0","0.0","0.0","40.0","27.0","13.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","2.0","2.0","0.0"
"UT-504","Provo/Mountainland CoC","203.0","165.0","38.0","106.0","71.0","35.0","97.0","94.0","3.0","5.0","2.0","3.0","5.0","2.0","3.0","0.0","0.0","0.0","9.0","3.0","6.0","20.0","15.0","5.0","11.0","11.0","0.0","9.0","4.0","5.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","8.0","8.0","0.0"
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","818.0","732.0","86.0","671.0","585.0","86.0","147.0","147.0","0.0","124.0","101.0","23.0","109.0","86.0","23.0","15.0","15.0","0.0","121.0","115.0","6.0","36.0","31.0","5.0","0.0","0.0","0.0","36.0","31.0","5.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","15.0","15.0","0.0"
"VA-501","Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC","735.0","680.0","55.0","486.0","433.0","53.0","249.0","247.0","2.0","75.0","68.0","7.0","73.0","66.0","7.0","2.0","2.0","0.0","82.0","72.0","10.0","29.0","26.0","3.0","0.0","0.0","0.0","29.0","26.0","3.0","16.0","16.0","0.0","0.0","0.0","0.0","16.0","16.0","0.0","22.0","22.0","0.0"
"VA-502","Roanoke City & County/Salem CoC","390.0","378.0","12.0","260.0","248.0","12.0","130.0","130.0","0.0","80.0","78.0","2.0","73.0","71.0","2.0","7.0","7.0","0.0","45.0","43.0","2.0","16.0","16.0","0.0","0.0","0.0","0.0","16.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VA-503","Virginia Beach CoC","419.0","361.0","58.0","240.0","184.0","56.0","179.0","177.0","2.0","108.0","68.0","40.0","108.0","68.0","40.0","0.0","0.0","0.0","58.0","42.0","16.0","28.0","28.0","0.0","11.0","11.0","0.0","17.0","17.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","8.0","8.0","0.0"
"VA-504","Charlottesville CoC","185.0","160.0","25.0","127.0","102.0","25.0","58.0","58.0","0.0","33.0","12.0","21.0","31.0","10.0","21.0","2.0","2.0","0.0","12.0","8.0","4.0","9.0","8.0","1.0","0.0","0.0","0.0","9.0","8.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VA-505","Newport News/Hampton/Virginia Peninsula CoC","520.0","450.0","70.0","351.0","286.0","65.0","169.0","164.0","5.0","47.0","24.0","23.0","47.0","24.0","23.0","0.0","0.0","0.0","96.0","91.0","5.0","17.0","14.0","3.0","0.0","0.0","0.0","17.0","14.0","3.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","8.0","8.0","0.0"
"VA-507","Portsmouth CoC","174.0","127.0","47.0","107.0","60.0","47.0","67.0","67.0","0.0","32.0","12.0","20.0","32.0","12.0","20.0","0.0","0.0","0.0","9.0","6.0","3.0","7.0","4.0","3.0","0.0","0.0","0.0","7.0","4.0","3.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","5.0","5.0","0.0"
"VA-508","Lynchburg CoC","237.0","227.0","10.0","150.0","140.0","10.0","87.0","87.0","0.0","24.0","23.0","1.0","11.0","10.0","1.0","13.0","13.0","0.0","18.0","15.0","3.0","24.0","23.0","1.0","0.0","0.0","0.0","24.0","23.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"VA-513","Harrisburg, Winchester/Western Virginia CoC","242.0","230.0","12.0","167.0","158.0","9.0","75.0","72.0","3.0","61.0","51.0","10.0","54.0","47.0","7.0","7.0","4.0","3.0","12.0","10.0","2.0","29.0","28.0","1.0","0.0","0.0","0.0","29.0","28.0","1.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","6.0","6.0","0.0"
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","217.0","179.0","38.0","123.0","94.0","29.0","94.0","85.0","9.0","51.0","17.0","34.0","42.0","17.0","25.0","9.0","0.0","9.0","13.0","9.0","4.0","13.0","9.0","4.0","0.0","0.0","0.0","13.0","9.0","4.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","9.0","9.0","0.0"
"VA-521","Virginia Balance of State (BoS) CoC","773.0","634.0","139.0","431.0","320.0","111.0","342.0","314.0","28.0","90.0","42.0","48.0","57.0","27.0","30.0","33.0","15.0","18.0","38.0","26.0","12.0","31.0","25.0","6.0","0.0","0.0","0.0","31.0","25.0","6.0","19.0","17.0","2.0","0.0","0.0","0.0","19.0","17.0","2.0","24.0","23.0","1.0"
"VA-600","Arlington County CoC","239.0","200.0","39.0","164.0","125.0","39.0","75.0","75.0","0.0","70.0","51.0","19.0","68.0","49.0","19.0","2.0","2.0","0.0","19.0","12.0","7.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","10.0","10.0","0.0"
"VA-601","Fairfax County CoC","1204.0","1136.0","68.0","489.0","421.0","68.0","715.0","715.0","0.0","219.0","171.0","48.0","203.0","155.0","48.0","16.0","16.0","0.0","46.0","41.0","5.0","53.0","49.0","4.0","1.0","1.0","0.0","52.0","48.0","4.0","29.0","29.0","0.0","0.0","0.0","0.0","29.0","29.0","0.0","38.0","38.0","0.0"
"VA-602","Loudoun County CoC","172.0","133.0","39.0","80.0","41.0","39.0","92.0","92.0","0.0","20.0","10.0","10.0","18.0","8.0","10.0","2.0","2.0","0.0","5.0","1.0","4.0","7.0","2.0","5.0","0.0","0.0","0.0","7.0","2.0","5.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"VA-603","City of Alexandria CoC","267.0","244.0","23.0","159.0","136.0","23.0","108.0","108.0","0.0","54.0","38.0","16.0","48.0","32.0","16.0","6.0","6.0","0.0","12.0","10.0","2.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","17.0","17.0","0.0"
"VA-604","Prince William County CoC","409.0","319.0","90.0","185.0","101.0","84.0","224.0","218.0","6.0","70.0","23.0","47.0","67.0","20.0","47.0","3.0","3.0","0.0","18.0","12.0","6.0","20.0","14.0","6.0","0.0","0.0","0.0","20.0","14.0","6.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","19.0","19.0","0.0"
"VI-500","Virgin Islands CoC","337.0","85.0","252.0","308.0","56.0","252.0","29.0","29.0","0.0","22.0","4.0","18.0","22.0","4.0","18.0","0.0","0.0","0.0","34.0","4.0","30.0","12.0","4.0","8.0","0.0","0.0","0.0","12.0","4.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VT-500","Vermont Balance of State CoC","1052.0","984.0","68.0","572.0","504.0","68.0","480.0","480.0","0.0","65.0","53.0","12.0","43.0","31.0","12.0","22.0","22.0","0.0","94.0","89.0","5.0","62.0","54.0","8.0","2.0","2.0","0.0","60.0","52.0","8.0","32.0","32.0","0.0","1.0","1.0","0.0","31.0","31.0","0.0","33.0","33.0","0.0"
"VT-501","Burlington/Chittenden County CoC","471.0","389.0","82.0","338.0","271.0","67.0","133.0","118.0","15.0","101.0","58.0","43.0","96.0","53.0","43.0","5.0","5.0","0.0","25.0","24.0","1.0","39.0","33.0","6.0","2.0","1.0","1.0","37.0","32.0","5.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"WA-500","Seattle/King County CoC","10122.0","6319.0","3803.0","7053.0","3281.0","3772.0","3069.0","3038.0","31.0","823.0","472.0","351.0","812.0","461.0","351.0","11.0","11.0","0.0","608.0","499.0","109.0","701.0","313.0","388.0","42.0","11.0","31.0","659.0","302.0","357.0","140.0","140.0","0.0","5.0","5.0","0.0","135.0","135.0","0.0","149.0","149.0","0.0"
"WA-501","Washington Balance of State CoC","4951.0","2696.0","2255.0","2910.0","1256.0","1654.0","2041.0","1440.0","601.0","894.0","203.0","691.0","763.0","152.0","611.0","131.0","51.0","80.0","323.0","158.0","165.0","332.0","177.0","155.0","48.0","30.0","18.0","284.0","147.0","137.0","92.0","79.0","13.0","1.0","0.0","1.0","91.0","79.0","12.0","104.0","97.0","7.0"
"WA-502","Spokane City & County CoC","1034.0","902.0","132.0","652.0","536.0","116.0","382.0","366.0","16.0","219.0","156.0","63.0","198.0","135.0","63.0","21.0","21.0","0.0","101.0","91.0","10.0","68.0","55.0","13.0","15.0","14.0","1.0","53.0","41.0","12.0","16.0","16.0","0.0","1.0","1.0","0.0","15.0","15.0","0.0","20.0","20.0","0.0"
"WA-503","Tacoma/Lakewood/Pierce County CoC","1283.0","942.0","341.0","762.0","460.0","302.0","521.0","482.0","39.0","202.0","69.0","133.0","191.0","61.0","130.0","11.0","8.0","3.0","138.0","60.0","78.0","89.0","68.0","21.0","5.0","4.0","1.0","84.0","64.0","20.0","25.0","25.0","0.0","0.0","0.0","0.0","25.0","25.0","0.0","37.0","37.0","0.0"
"WA-504","Everett/Snohomish County CoC","829.0","517.0","312.0","598.0","302.0","296.0","231.0","215.0","16.0","160.0","19.0","141.0","144.0","15.0","129.0","16.0","4.0","12.0","64.0","32.0","32.0","88.0","53.0","35.0","26.0","24.0","2.0","62.0","29.0","33.0","18.0","17.0","1.0","3.0","3.0","0.0","15.0","14.0","1.0","21.0","19.0","2.0"
"WA-507","Yakima City & County CoC","538.0","466.0","72.0","251.0","179.0","72.0","287.0","287.0","0.0","81.0","55.0","26.0","72.0","46.0","26.0","9.0","9.0","0.0","27.0","22.0","5.0","19.0","11.0","8.0","1.0","0.0","1.0","18.0","11.0","7.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","15.0","15.0","0.0"
"WA-508","Vancouver/Clark County CoC","662.0","456.0","206.0","300.0","186.0","114.0","362.0","270.0","92.0","103.0","53.0","50.0","81.0","38.0","43.0","22.0","15.0","7.0","32.0","24.0","8.0","44.0","23.0","21.0","17.0","8.0","9.0","27.0","15.0","12.0","9.0","9.0","0.0","2.0","2.0","0.0","7.0","7.0","0.0","5.0","5.0","0.0"
"WI-500","Wisconsin Balance of State CoC","3597.0","3390.0","207.0","1495.0","1382.0","113.0","2102.0","2008.0","94.0","238.0","218.0","20.0","165.0","148.0","17.0","73.0","70.0","3.0","246.0","243.0","3.0","173.0","157.0","16.0","0.0","0.0","0.0","173.0","157.0","16.0","121.0","112.0","9.0","0.0","0.0","0.0","121.0","112.0","9.0","170.0","157.0","13.0"
"WI-501","Milwaukee City & County CoC","1521.0","1389.0","132.0","939.0","810.0","129.0","582.0","579.0","3.0","104.0","85.0","19.0","97.0","78.0","19.0","7.0","7.0","0.0","192.0","179.0","13.0","128.0","98.0","30.0","33.0","25.0","8.0","95.0","73.0","22.0","50.0","48.0","2.0","0.0","0.0","0.0","50.0","48.0","2.0","81.0","80.0","1.0"
"WI-502","Racine City & County CoC","168.0","157.0","11.0","109.0","98.0","11.0","59.0","59.0","0.0","10.0","6.0","4.0","8.0","4.0","4.0","2.0","2.0","0.0","29.0","29.0","0.0","9.0","8.0","1.0","0.0","0.0","0.0","9.0","8.0","1.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","8.0","8.0","0.0"
"WI-503","Madison/Dane County CoC","771.0","679.0","92.0","449.0","357.0","92.0","322.0","322.0","0.0","112.0","68.0","44.0","91.0","47.0","44.0","21.0","21.0","0.0","67.0","64.0","3.0","24.0","24.0","0.0","0.0","0.0","0.0","24.0","24.0","0.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","25.0","25.0","0.0"
"WV-500","Wheeling/Weirton Area CoC","114.0","95.0","19.0","79.0","60.0","19.0","35.0","35.0","0.0","38.0","23.0","15.0","34.0","19.0","15.0","4.0","4.0","0.0","9.0","7.0","2.0","8.0","6.0","2.0","0.0","0.0","0.0","8.0","6.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WV-501","Huntington/Cabell, Wayne Counties CoC","227.0","205.0","22.0","123.0","101.0","22.0","104.0","104.0","0.0","40.0","25.0","15.0","36.0","21.0","15.0","4.0","4.0","0.0","13.0","4.0","9.0","8.0","7.0","1.0","0.0","0.0","0.0","8.0","7.0","1.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","9.0","9.0","0.0"
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","385.0","341.0","44.0","323.0","279.0","44.0","62.0","62.0","0.0","58.0","40.0","18.0","52.0","34.0","18.0","6.0","6.0","0.0","37.0","33.0","4.0","51.0","41.0","10.0","8.0","8.0","0.0","43.0","33.0","10.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0"
"WV-508","West Virginia Balance of State CoC","1109.0","762.0","347.0","889.0","609.0","280.0","220.0","153.0","67.0","250.0","138.0","112.0","230.0","118.0","112.0","20.0","20.0","0.0","246.0","183.0","63.0","78.0","49.0","29.0","3.0","3.0","0.0","75.0","46.0","29.0","12.0","5.0","7.0","0.0","0.0","0.0","12.0","5.0","7.0","17.0","9.0","8.0"
"WY-500","Wyoming Statewide CoC","798.0","507.0","291.0","500.0","292.0","208.0","298.0","215.0","83.0","102.0","37.0","65.0","86.0","35.0","51.0","16.0","2.0","14.0","112.0","83.0","29.0","37.0","26.0","11.0","4.0","2.0","2.0","33.0","24.0","9.0","12.0","11.0","1.0","0.0","0.0","0.0","12.0","11.0","1.0","20.0","19.0","1.0"
"","Total","564708.0","391440.0","173268.0","358422.0","205616.0","152806.0","206286.0","185824.0","20462.0","96275.0","36767.0","59508.0","83170.0","28355.0","54815.0","13105.0","8412.0","4693.0","47725.0","31505.0","16220.0","36907.0","19838.0","17069.0","4667.0","2287.0","2380.0","32240.0","17551.0","14689.0","9901.0","9462.0","439.0","126.0","118.0","8.0","9775.0","9344.0","431.0","13242.0","12669.0","573.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
